Logging started ...


1500318762519,<Enter>
1500318767820,<Enter>
1500318778904,e
1500318779427,z
1500318779960,܂
1500318780470,n
1500318781018,p
1500318781528,k
1500318782109,e
1500318782668,a
1500318783306,<Enter>
1500318786463,e
1500318787067,k
1500318787584,e
1500318788193,x
1500318788831,t
1500318789447,r
1500318790056,i
1500318790751,x
1500318791336,<Enter>
1500318795166,t
1500318795725,e
1500318796273,n
1500318796799,p
1500318797409,e
1500318797880,r
1500318798345,܂
1500318798896,t
1500318799572,u
1500318800141,r
1500318800721,e
1500318801333,<Enter>
1500318804484,c
1500318805191,o
1500318805788,k
1500318806441,u
1500318807029,b
1500318807620,t
1500318808146,e
1500318808748,e
1500318809312,r
1500318809874,<Enter>
1500318812900,i
1500318813495,b
1500318813982,s
1500318814628,e
1500318815255,d
1500318815780,i
1500318816371,b
1500318817074,i
1500318817607,t
1500318818273,e
1500318818956,k
1500318819605,y
1500318820153,<Enter>
1500318833083,q
1500318833526,u
1500318833996,i
1500318834499,t
1500318834974,t
1500318835353,i
1500318835827,b
1500318836309,f
1500318836657,<Enter>
1500318838697,o
1500318839133,p
1500318839418,p
1500318839880,o
1500318840382,r
1500318840815,t
1500318841145,u
1500318841542,b
1500318842000,i
1500318842523,t
1500318842922,y
1500318843322,<Enter>
1500318845466,t
1500318845838,e
1500318846228,n
1500318846642,p
1500318847036,e
1500318847408,r
1500318847708,܂
1500318848140,t
1500318848476,u
1500318848931,r
1500318849383,e
1500318849873,<Enter>
1500318852137,g
1500318852565,u
1500318853053,r
1500318853376,r
1500318853720,i
1500318854110,x
1500318854399,܂
1500318854871,b
1500318855301,e
1500318855820,<Enter>
1500318858044,t
1500318858423,e
1500318858789,z
1500318859220,t
1500318859633,v
1500318860029,o
1500318860415,o
1500318860814,j
1500318861483,<Enter>
1500318863867,t
1500318864268,o
1500318864693,r
1500318865134,b
1500318865575,܂
1500318866049,s
1500318866469,o
1500318867405,<Enter>
1500318869678,x
1500318870095,o
1500318870535,b
1500318870985,t
1500318871361,i
1500318871811,b
1500318872253,u
1500318872701,e
1500318873026,<Enter>
1500318875219,a
1500318875640,x
1500318876055,܂
1500318876487,b
1500318876834,s
1500318877228,܂
1500318877657,k
1500318878079,o
1500318878563,u
1500318879042,a
1500318879495,<Enter>
1500318881418,e
1500318881791,z
1500318882209,t
1500318882619,r
1500318883002,܂
1500318883340,o
1500318883691,r
1500318884112,s
1500318884450,i
1500318884839,b
1500318885266,܂
1500318885619,r
1500318886002,y
1500318886355,<Enter>
1500318895802,a
1500318896150,x
1500318896460,܂
1500318896775,b
1500318897067,s
1500318897320,܂
1500318897554,k
1500318897873,o
1500318898132,u
1500318898394,a
1500318898605,<Enter>
1500318900466,n
1500318900782,e
1500318901053,z
1500318901381,i
1500318901617,x
1500318901945,܂
1500318902204,o
1500318902479,<Enter>
1500318904304,p
1500318904567,r
1500318904857,i
1500318905087,b
1500318905351,x
1500318905613,i
1500318905878,p
1500318906155,܂
1500318906396,k
1500318906664,<Enter>
1500318908686,t
1500318908923,r
1500318909265,܂
1500318909547,b
1500318909949,a
1500318910224,k
1500318910534,u
1500318910821,x
1500318911076,e
1500318911292,b
1500318911564,t
1500318911831,<Enter>
1500318913677,t
1500318913914,e
1500318914175,z
1500318914436,t
1500318914865,v
1500318915077,o
1500318915281,o
1500318915694,j
1500318915978,<Enter>
1500318917637,v
1500318917994,e
1500318918196,f
1500318918505,i
1500318918771,b
1500318919050,b
1500318919301,i
1500318919423,b
1500318919830,f
1500318920260,<Enter>
1500318922132,a
1500318922316,i
1500318922647,n
1500318922907,i
1500318923141,k
1500318923410,܂
1500318923668,r
1500318923894,<Enter>
1500318925511,e
1500318925821,z
1500318926130,t
1500318926334,r
1500318926628,܂
1500318927079,c
1500318927327,܂
1500318927571,f
1500318927785,܂
1500318928031,b
1500318928236,t
1500318928497,<Enter>
1500318930210,n
1500318930449,܂
1500318930756,f
1500318931012,܂
1500318931287,\
1500318931553,i
1500318931829,b
1500318932072,e
1500318932299,<Enter>
1500318934178,܂
1500318935235,p
1500318935492,p
1500318935690,e
1500318936034,܂
1500318936263,r
1500318936541,܂
1500318936748,b
1500318937044,x
1500318937270,e
1500318937506,<Enter>
1500318939402,i
1500318939668,b
1500318939874,s
1500318940100,e
1500318940349,d
1500318940552,i
1500318940684,b
1500318940988,i
1500318941158,t
1500318941393,e
1500318941526,k
1500318941816,y
1500318942094,<Enter>
1500318944053,c
1500318944217,o
1500318944459,k
1500318944729,u
1500318944949,b
1500318945238,t
1500318945464,e
1500318945669,e
1500318945912,r
1500318946135,<Enter>
1500318955185,܂
1500318955392,p
1500318955567,p
1500318955711,e
1500318955858,܂
1500318955954,r
1500318956211,܂
1500318956348,b
1500318956504,x
1500318956660,e
1500318956777,<Enter>
1500318958077,܂
1500318958542,<BckSp>
1500318958758,x
1500318958908,g
1500318958999,܂
1500318959119,k
1500318959259,k
1500318959334,e
1500318959464,b
1500318959575,f
1500318959711,i
1500318959781,b
1500318959898,f
1500318959995,<Enter>
1500318961393,a
1500318961532,i
1500318961736,n
1500318961932,i
1500318962099,k
1500318962280,܂
1500318962433,r
1500318962611,<Enter>
1500318964035,<Enter>
1500318965315,i
1500318965460,b
1500318965634,s
1500318966543,e
1500318966776,d
1500318966944,i
1500318967173,b
1500318967345,i
1500318967465,t
1500318967605,e
1500318967701,k
1500318967903,y
1500318968083,<Enter>
1500318969495,q
1500318969605,u
1500318969804,i
1500318969966,t
1500318970179,t
1500318970314,i
1500318970438,b
1500318970601,f
1500318970730,<Enter>
1500318972183,r
1500318972291,e
1500318972570,x
1500318972759,x
1500318972992,o
1500318973384,<BckSp>
1500318973528,<BckSp>
1500318973680,<BckSp>
1500318974021,o
1500318974415,<BckSp>
1500318974545,x
1500318974676,o
1500318974851,n
1500318974985,n
1500318975129,e
1500318975222,b
1500318975368,s
1500318975440,<Enter>
1500318976816,܂
1500318977036,x
1500318977224,x
1500318977365,u
1500318977529,r
1500318977716,܂
1500318977917,t
1500318978101,e
1500318978249,<Enter>
1500318979894,u
1500318980094,b
1500318980227,d
1500318980319,o
1500318980434,r
1500318980704,f
1500318980919,e
1500318981122,t
1500318981270,t
1500318981417,܂
1500318981593,v
1500318981748,k
1500318981895,e
1500318982014,<Enter>
1500318983632,a
1500318983854,q
1500318983956,u
1500318984200,i
1500318984368,r
1500318984536,n
1500318984754,i
1500318984891,b
1500318985095,f
1500318985260,<Enter>
1500318986724,e
1500318986985,k
1500318987119,e
1500318987370,x
1500318987563,t
1500318987756,r
1500318987903,i
1500318988039,x
1500318988195,<Enter>
1500318989547,e
1500318989722,z
1500318989938,t
1500318990119,r
1500318990252,܂
1500318990453,o
1500318990614,r
1500318991412,s
1500318991604,i
1500318991797,b
1500318991925,f
1500318992128,܂
1500318992203,r
1500318992323,y
1500318992487,<Enter>
1500318993992,g
1500318994176,u
1500318994349,n
1500318994573,o
1500318994732,r
1500318994861,o
1500318994969,u
1500318995149,a
1500318995236,<Enter>
1500318996656,e
1500318997046,b
1500318997730,a
1500318997872,k
1500318998012,܂
1500318998254,c
1500318998460,e
1500318998637,s
1500318998812,<Enter>
1500319000091,e
1500319000273,z
1500319000489,t
1500319000681,r
